HS - Class A,Breck HS,4,W,Thief River Falls HS,0,L,2016-03-04,Boys,HS,A
HS - Class A,Breck HS,0,L,Hermantown HS,5,W,2016-03-05,Boys,HS,A
HS - Class A,Chisago Lakes HS,2,L,Sartell HS,5,W,2015-11-21,Boys,HS,A
HS - Class A,Chisago Lakes HS,6,WOT,Providence Academy,5,LOT,2015-11-24,Boys,HS,A
HS - Class A,Chisago Lakes HS,2,L,Chanhassen HS,5,W,2015-11-27,Boys,HS,A
HS - Class A,Chisago Lakes HS,0,L,Hopkins HS,6,W,2015-11-28,Boys,HS,A
HS - Class A,Chisago Lakes HS,2,LOT,Cambridge-Isanti HS,3,WOT,2015-12-03,Boys,HS,A
HS - Class A,Chisago Lakes HS,2,L,Forest Lake HS,7,W,2015-12-08,Boys,HS,A
HS - Class A,Chisago Lakes HS,4,W,Pine City HS,2,L,2015-12-10,Boys,HS,A
HS - Class A,Chisago Lakes HS,1,L,Princeton HS,3,W,2015-12-12,Boys,HS,A
HS - Class A,Chisago Lakes HS,1,L,Champlin Park HS,2,W,2015-12-15,Boys,HS,A
HS - Class A,Chisago Lakes HS,4,W,North Branch HS,2,L,2015-12-17,Boys,HS,A
HS - Class A,Chisago Lakes HS,1,L,Minnehaha Academy,8,W,2015-12-19,Boys,HS,A
HS - Class A,Chisago Lakes HS,1,L,Minneapolis HS,4,W,2015-12-28,Boys,HS,A
HS - Class A,Chisago Lakes HS,3,LOT,Marshall HS,4,WOT,2015-12-29,Boys,HS,A
HS - Class A,Chisago Lakes HS,4,W,Minnehaha Academy,3,L,2015-12-30,Boys,HS,A
HS - Class A,Chisago Lakes HS,4,W,Buffalo HS,2,L,2016-01-09,Boys,HS,A
HS - Class A,Chisago Lakes HS,8,W,Monticello HS,4,L,2016-01-12,Boys,HS,A
HS - Class A,Chisago Lakes HS,0,L,St Michael Albertville HS,6,W,2016-01-14,Boys,HS,A
HS - Class A,Chisago Lakes HS,1,L,Rogers HS,4,W,2016-01-16,Boys,HS,A
HS - Class A,Chisago Lakes HS,8,W,Legacy Christian Academy,1,L,2016-01-19,Boys,HS,A
HS - Class A,Chisago Lakes HS,5,W,St Francis HS,2,L,2016-01-21,Boys,HS,A
HS - Class A,Chisago Lakes HS,2,L,Cambridge-Isanti HS,4,W,2016-01-30,Boys,HS,A
HS - Class A,Chisago Lakes HS,5,W,St Paul Johnson HS,0,L,2016-02-01,Boys,HS,A
HS - Class A,Chisago Lakes HS,4,W,Princeton HS,1,L,2016-02-06,Boys,HS,A
HS - Class A,Chisago Lakes HS,3,WOT,Henry Sibley HS,2,LOT,2016-02-09,Boys,HS,A
HS - Class A,Chisago Lakes HS,4,W,North Branch HS,1,L,2016-02-18,Boys,HS,A
HS - Class A,Chisago Lakes HS,1,L,Monticello HS,4,W,2016-02-20,Boys,HS,A
HS - Class A,Crookston HS,5,W,Red Lake Falls HS,0,L,2015-11-24,Boys,HS,A
HS - Class A,Crookston HS,4,L,Sartell HS,7,W,2015-11-27,Boys,HS,A
HS - Class A,Crookston HS,3,W,Warroad HS,1,L,2015-12-01,Boys,HS,A
HS - Class A,Crookston HS,5,W,St Paul Johnson HS,2,L,2015-12-04,Boys,HS,A
HS - Class A,Crookston HS,1,L,Tartan HS,4,W,2015-12-05,Boys,HS,A
HS - Class A,Crookston HS,1,L,East Grand Forks HS,7,W,2015-12-08,Boys,HS,A
HS - Class A,Crookston HS,2,L,Hibbing HS,3,W,2015-12-12,Boys,HS,A
HS - Class A,Crookston HS,8,W,Park Rapids HS,0,L,2015-12-15,Boys,HS,A
HS - Class A,Crookston HS,3,L,Thief River Falls HS,7,W,2015-12-19,Boys,HS,A
HS - Class A,Crookston HS,7,W,Fargo North HS,3,L,2015-12-28,Boys,HS,A
HS - Class A,Crookston HS,5,L,Chippewa Falls HS,6,W,2015-12-29,Boys,HS,A
HS - Class A,Crookston HS,1,L,Bemidji HS,6,W,2016-01-05,Boys,HS,A
HS - Class A,Crookston HS,1,L,Warroad HS,8,W,2016-01-09,Boys,HS,A
HS - Class A,Crookston HS,3,L,Detroit Lakes HS,4,W,2016-01-12,Boys,HS,A
HS - Class A,Crookston HS,7,W,Kittson Central HS,0,L,2016-01-14,Boys,HS,A
HS - Class A,Crookston HS,7,L,Fargo South/Shanley HS,9,W,2016-01-19,Boys,HS,A
HS - Class A,Crookston HS,5,W,Park Rapids HS,3,L,2016-01-21,Boys,HS,A
HS - Class A,Crookston HS,3,L,East Grand Forks HS,4,W,2016-01-26,Boys,HS,A
HS - Class A,Crookston HS,4,L,Thief River Falls HS,8,W,2016-01-28,Boys,HS,A
HS - Class A,Crookston HS,8,W,Lake of the Woods HS,0,L,2016-02-02,Boys,HS,A
HS - Class A,Crookston HS,7,W,International Falls HS,1,L,2016-02-06,Boys,HS,A
HS - Class A,Crookston HS,6,W,Red Lake Falls HS,0,L,2016-02-09,Boys,HS,A
HS - Class A,Crookston HS,6,L,Roseau HS,7,W,2016-02-11,Boys,HS,A
HS - Class A,Crookston HS,4,LOT,Detroit Lakes HS,5,WOT,2016-02-18,Boys,HS,A
HS - Class A,Delano HS,5,W,St Louis Park HS,2,L,2015-12-01,Boys,HS,A
HS - Class A,Delano HS,4,W,Chanhassen HS,2,L,2015-12-03,Boys,HS,A
HS - Class A,Delano HS,2,L,Buffalo HS,3,W,2015-12-08,Boys,HS,A
HS - Class A,Delano HS,9,W,St Cloud Cathedral HS,6,L,2015-12-11,Boys,HS,A
